MapSizeX	MapSizeY
65	65
/NAME	IDX	IDY	FRAMEX	FRAMEY	TYPE
Tile_Desert	5	2	0	0	5
Tile_Desert	6	2	0	0	5
Tile_Desert	7	2	0	0	5
Tile_Desert	8	2	0	0	5
Tile_Desert	9	2	0	0	5
Tile_Desert	10	2	0	0	5
Tile_Desert	11	2	0	0	5
Tile_Desert	12	2	0	0	5
Tile_Desert	13	2	0	0	5
Tile_Desert	14	2	0	0	5
Tile_Desert	15	2	0	0	5
Tile_Desert	16	2	0	0	5
Tile_Desert	17	2	0	0	5
Tile_Desert	18	2	0	0	5
Tile_Desert	19	2	0	0	5
Tile_Desert	20	2	0	0	5
Tile_Desert	21	2	0	0	5
Tile_Desert	22	2	0	0	5
Tile_Desert	23	2	0	0	5
Tile_Desert	24	2	0	0	5
Tile_Desert	25	2	0	0	5
Tile_Desert	26	2	0	0	5
Tile_Desert	27	2	0	0	5
Tile_Desert	28	2	0	0	5
Tile_Desert	29	2	0	0	5
Tile_Desert	30	2	0	0	5
Tile_Desert	31	2	0	0	5
Tile_Desert	32	2	0	0	5
Tile_Desert	33	2	0	0	5
Tile_Desert	34	2	0	0	5
Tile_Desert	35	2	0	0	5
Tile_Desert	36	2	0	0	5
Tile_Desert	37	2	0	0	5
Tile_Desert	38	2	0	0	5
Tile_Desert	39	2	0	0	5
Tile_Desert	40	2	0	0	5
Tile_Desert	41	2	0	0	5
Tile_Desert	42	2	0	0	5
Tile_Desert	43	2	0	0	5
Tile_Desert	44	2	0	0	5
Tile_Desert	45	2	0	0	5
Tile_Desert	46	2	0	0	5
Tile_Desert	47	2	0	0	5
Tile_Desert	48	2	0	0	5
Tile_Desert	49	2	0	0	5
Tile_Desert	50	2	0	0	5
Tile_Desert	51	2	0	0	5
Tile_Desert	52	2	0	0	5
Tile_Desert	53	2	0	0	5
Tile_Desert	54	2	0	0	5
Tile_Desert	55	2	0	0	5
Tile_Desert	56	2	0	0	5
Tile_Desert	57	2	0	0	5
Tile_Desert	58	2	0	0	5
Tile_Desert	59	2	0	0	5
Tile_Desert	60	2	0	0	5
Tile_Desert	61	2	0	0	5
Tile_Desert	62	2	0	0	5
Tile_Desert	63	2	0	0	5
Tile_Desert	64	2	0	0	5
Tile_Desert	0	3	0	0	5
Tile_Desert	1	3	0	0	5
Tile_Desert	2	3	0	0	5
Tile_Desert	3	3	0	0	5
Tile_Desert	4	3	0	0	5
Tile_Desert	5	3	0	0	5
Tile_Desert	6	3	0	0	5
Tile_Desert	7	3	0	0	5
Tile_Desert	8	3	0	0	5
Tile_Desert	9	3	0	0	5
Tile_Desert	10	3	0	0	5
Tile_Desert	11	3	0	0	5
Tile_Desert	12	3	0	0	5
Tile_Desert	13	3	0	0	5
Tile_Desert	14	3	0	0	5
Tile_Desert	15	3	0	0	5
Tile_Desert	16	3	0	0	5
Tile_Desert	17	3	0	0	5
Tile_Desert	18	3	0	0	5
Tile_Desert	19	3	0	0	5
Tile_Desert	20	3	0	0	5
Tile_Desert	21	3	0	0	5
Tile_Desert	22	3	0	0	5
Tile_Desert	23	3	0	0	5
Tile_Desert	24	3	0	0	5
Tile_Desert	25	3	0	0	5
Tile_Desert	26	3	0	0	5
Tile_Desert	27	3	0	0	5
Tile_Desert	28	3	0	0	5
Tile_Desert	29	3	0	0	5
Tile_Desert	30	3	0	0	5
Tile_Desert	31	3	0	0	5
Tile_Desert	32	3	0	0	5
Tile_Desert	33	3	0	0	5
Tile_Desert	34	3	0	0	5
Tile_Desert	35	3	0	0	5
Tile_Desert	36	3	0	0	5
Tile_Desert	37	3	0	0	5
Tile_Desert	38	3	0	0	5
Tile_Desert	39	3	0	0	5
Tile_Desert	40	3	0	0	5
Tile_Desert	41	3	0	0	5
Tile_Desert	42	3	0	0	5
Tile_Desert	43	3	0	0	5
Tile_Desert	44	3	0	0	5
Tile_Desert	45	3	0	0	5
Tile_Desert	46	3	0	0	5
Tile_Desert	47	3	0	0	5
Tile_Desert	48	3	0	0	5
Tile_Desert	49	3	0	0	5
Tile_Desert	50	3	0	0	5
Tile_Desert	51	3	0	0	5
Tile_Desert	52	3	0	0	5
Tile_Desert	53	3	0	0	5
Tile_Desert	54	3	0	0	5
Tile_Desert	55	3	0	0	5
Tile_Desert	56	3	0	0	5
Tile_Desert	57	3	0	0	5
Tile_Desert	58	3	0	0	5
Tile_Desert	59	3	0	0	5
Tile_Desert	60	3	0	0	5
Tile_Desert	61	3	0	0	5
Tile_Desert	62	3	0	0	5
Tile_Desert	63	3	0	0	5
Tile_Desert	64	3	0	0	5
Tile_Desert	0	4	0	0	5
Tile_Desert	1	4	0	0	5
Tile_Desert	2	4	0	0	5
Tile_Spring	3	4	0	0	1
Tile_Desert	4	4	0	0	5
Tile_Desert	5	4	0	0	5
Tile_Desert	6	4	0	0	5
Tile_Desert	7	4	0	0	5
Tile_Desert	8	4	0	0	5
Tile_Desert	9	4	0	0	5
Tile_Desert	10	4	0	0	5
Tile_Desert	11	4	0	0	5
Tile_Desert	12	4	0	0	5
Tile_Desert	13	4	0	0	5
Tile_Desert	14	4	0	0	5
Tile_Desert	15	4	0	0	5
Tile_Desert	16	4	0	0	5
Tile_Desert	17	4	0	0	5
Tile_Desert	18	4	0	0	5
Tile_Desert	19	4	0	0	5
Tile_Desert	20	4	0	0	5
Tile_Desert	21	4	0	0	5
Tile_Desert	22	4	0	0	5
Tile_Desert	23	4	0	0	5
Tile_Desert	24	4	0	0	5
Tile_Desert	25	4	0	0	5
Tile_Desert	26	4	0	0	5
Tile_Desert	27	4	0	0	5
Tile_Desert	28	4	0	0	5
Tile_Desert	29	4	0	0	5
Tile_Desert	30	4	0	0	5
Tile_Desert	31	4	0	0	5
Tile_Desert	32	4	0	0	5
Tile_Desert	33	4	0	0	5
Tile_Desert	34	4	0	0	5
Tile_Desert	35	4	0	0	5
Tile_Desert	36	4	0	0	5
Tile_Desert	37	4	0	0	5
Tile_Desert	38	4	0	0	5
Tile_Desert	39	4	0	0	5
Tile_Desert	40	4	0	0	5
Tile_Desert	41	4	0	0	5
Tile_Desert	42	4	0	0	5
Tile_Desert	43	4	0	0	5
Tile_Desert	44	4	0	0	5
Tile_Desert	45	4	0	0	5
Tile_Desert	46	4	0	0	5
Tile_Desert	47	4	0	0	5
Tile_Desert	48	4	0	0	5
Tile_Desert	49	4	0	0	5
Tile_Desert	50	4	0	0	5
Tile_Desert	51	4	0	0	5
Tile_Desert	52	4	0	0	5
Tile_Desert	53	4	0	0	5
Tile_Desert	54	4	0	0	5
Tile_Desert	55	4	0	0	5
Tile_Desert	56	4	0	0	5
Tile_Desert	57	4	0	0	5
Tile_Desert	58	4	0	0	5
Tile_Desert	59	4	0	0	5
Tile_Desert	60	4	0	0	5
Tile_Desert	61	4	0	0	5
Tile_Desert	62	4	0	0	5
Tile_Desert	63	4	0	0	5
Tile_Desert	64	4	0	0	5
Tile_Desert	0	5	0	0	5
Tile_Desert	1	5	0	0	5
Tile_Desert	2	5	0	0	5
Tile_Desert	3	5	0	0	5
Tile_Desert	4	5	0	0	5
Tile_Desert	5	5	0	0	5
Tile_Desert	6	5	0	0	5
Tile_Desert	7	5	0	0	5
Tile_Desert	8	5	0	0	5
Tile_Desert	9	5	0	0	5
Tile_Desert	10	5	0	0	5
Tile_Desert	11	5	0	0	5
Tile_Desert	12	5	0	0	5
Tile_Desert	13	5	0	0	5
Tile_Desert	14	5	0	0	5
Tile_Desert	15	5	0	0	5
Tile_Desert	16	5	0	0	5
Tile_Desert	17	5	0	0	5
Tile_Desert	18	5	0	0	5
Tile_Desert	19	5	0	0	5
Tile_Desert	20	5	0	0	5
Tile_Desert	21	5	0	0	5
Tile_Desert	22	5	0	0	5
Tile_Rocky	23	5	0	0	6
Tile_Rocky	24	5	0	0	6
Tile_Desert	25	5	0	0	5
Tile_Desert	26	5	0	0	5
Tile_Desert	27	5	0	0	5
Tile_Desert	28	5	0	0	5
Tile_Desert	29	5	0	0	5
Tile_Desert	30	5	0	0	5
Tile_Desert	31	5	0	0	5
Tile_Desert	32	5	0	0	5
Tile_Desert	33	5	0	0	5
Tile_Desert	34	5	0	0	5
Tile_Desert	35	5	0	0	5
Tile_Desert	36	5	0	0	5
Tile_Desert	37	5	0	0	5
Tile_Desert	38	5	0	0	5
Tile_Desert	39	5	0	0	5
Tile_Desert	40	5	0	0	5
Tile_Desert	41	5	0	0	5
Tile_Desert	42	5	0	0	5
Tile_Desert	43	5	0	0	5
Tile_Desert	44	5	0	0	5
Tile_Desert	45	5	0	0	5
Tile_Desert	46	5	0	0	5
Tile_Desert	47	5	0	0	5
Tile_Desert	48	5	0	0	5
Tile_Desert	49	5	0	0	5
Tile_Desert	50	5	0	0	5
Tile_Desert	51	5	0	0	5
Tile_Desert	52	5	0	0	5
Tile_Desert	53	5	0	0	5
Tile_Desert	54	5	0	0	5
Tile_Desert	55	5	0	0	5
Tile_Desert	56	5	0	0	5
Tile_Desert	57	5	0	0	5
Tile_Desert	58	5	0	0	5
Tile_Desert	59	5	0	0	5
Tile_Desert	60	5	0	0	5
Tile_Desert	61	5	0	0	5
Tile_Desert	62	5	0	0	5
Tile_Desert	63	5	0	0	5
Tile_Desert	64	5	0	0	5
Tile_Desert	0	6	0	0	5
Tile_Desert	1	6	0	0	5
Tile_Desert	2	6	0	0	5
Tile_Desert	3	6	0	0	5
Tile_Desert	4	6	0	0	5
Tile_Desert	5	6	0	0	5
Tile_Desert	6	6	0	0	5
Tile_Rocky	7	6	0	0	6
Tile_Rocky	8	6	0	0	6
Tile_Rocky	9	6	0	0	6
Tile_Rocky	10	6	0	0	6
Tile_Desert	11	6	0	0	5
Tile_Rocky	12	6	0	0	6
Tile_Rocky	13	6	0	0	6
Tile_Rocky	14	6	0	0	6
Tile_Rocky	15	6	0	0	6
Tile_Rocky	16	6	0	0	6
Tile_Desert	17	6	0	0	5
Tile_Desert	18	6	0	0	5
Tile_Desert	19	6	0	0	5
Tile_Desert	20	6	0	0	5
Tile_Desert	21	6	0	0	5
Tile_Desert	22	6	0	0	5
Tile_Desert	23	6	0	0	5
Tile_Desert	24	6	0	0	5
Tile_Rocky	25	6	0	0	6
Tile_Desert	26	6	0	0	5
Tile_Desert	27	6	0	0	5
Tile_Desert	28	6	0	0	5
Tile_Desert	29	6	0	0	5
Tile_Desert	30	6	0	0	5
Tile_Desert	31	6	0	0	5
Tile_Desert	32	6	0	0	5
Tile_Desert	33	6	0	0	5
Tile_Desert	34	6	0	0	5
Tile_Desert	35	6	0	0	5
Tile_Desert	36	6	0	0	5
Tile_Desert	37	6	0	0	5
Tile_Desert	38	6	0	0	5
Tile_Desert	39	6	0	0	5
Tile_Desert	40	6	0	0	5
Tile_Desert	41	6	0	0	5
Tile_Desert	42	6	0	0	5
Tile_Desert	43	6	0	0	5
Tile_Desert	44	6	0	0	5
Tile_Desert	45	6	0	0	5
Tile_Desert	46	6	0	0	5
Tile_Desert	47	6	0	0	5
Tile_Desert	48	6	0	0	5
Tile_Desert	49	6	0	0	5
Tile_Desert	50	6	0	0	5
Tile_Desert	51	6	0	0	5
Tile_Desert	52	6	0	0	5
Tile_Desert	53	6	0	0	5
Tile_Desert	54	6	0	0	5
Tile_Desert	55	6	0	0	5
Tile_Desert	56	6	0	0	5
Tile_Desert	57	6	0	0	5
Tile_Desert	58	6	0	0	5
Tile_Desert	59	6	0	0	5
Tile_Desert	60	6	0	0	5
Tile_Desert	61	6	0	0	5
Tile_Desert	62	6	0	0	5
Tile_Desert	63	6	0	0	5
Tile_Desert	64	6	0	0	5
Tile_Desert	0	7	0	0	5
Tile_Desert	1	7	0	0	5
Tile_Desert	2	7	0	0	5
Tile_Desert	3	7	0	0	5
Tile_Desert	4	7	0	0	5
Tile_Desert	5	7	0	0	5
Tile_Desert	6	7	0	0	5
Tile_Desert	7	7	0	0	5
Tile_Desert	8	7	0	0	5
Tile_Desert	9	7	0	0	5
Tile_Desert	10	7	0	0	5
Tile_Desert	11	7	0	0	5
Tile_Desert	12	7	0	0	5
Tile_Desert	13	7	0	0	5
Tile_Desert	14	7	0	0	5
Tile_Desert	15	7	0	0	5
Tile_Desert	16	7	0	0	5
Tile_Desert	17	7	0	0	5
Tile_Desert	18	7	0	0	5
Tile_Desert	19	7	0	0	5
Tile_Desert	20	7	0	0	5
Tile_Desert	21	7	0	0	5
Tile_Desert	22	7	0	0	5
Tile_Desert	23	7	0	0	5
Tile_Desert	24	7	0	0	5
Tile_Desert	25	7	0	0	5
Tile_Rocky	26	7	0	0	6
Tile_Desert	27	7	0	0	5
Tile_Rocky	28	7	0	0	6
Tile_Desert	29	7	0	0	5
Tile_Desert	30	7	0	0	5
Tile_Desert	31	7	0	0	5
Tile_Desert	32	7	0	0	5
Tile_Desert	33	7	0	0	5
Tile_Desert	34	7	0	0	5
Tile_Desert	35	7	0	0	5
Tile_Desert	36	7	0	0	5
Tile_Desert	37	7	0	0	5
Tile_Desert	38	7	0	0	5
Tile_Desert	39	7	0	0	5
Tile_Desert	40	7	0	0	5
Tile_Desert	41	7	0	0	5
Tile_Desert	42	7	0	0	5
Tile_Desert	43	7	0	0	5
Tile_Desert	44	7	0	0	5
Tile_Desert	45	7	0	0	5
Tile_Desert	46	7	0	0	5
Tile_Desert	47	7	0	0	5
Tile_Desert	48	7	0	0	5
Tile_Desert	49	7	0	0	5
Tile_Desert	50	7	0	0	5
Tile_Desert	51	7	0	0	5
Tile_Desert	52	7	0	0	5
Tile_Desert	53	7	0	0	5
Tile_Desert	54	7	0	0	5
Tile_Desert	55	7	0	0	5
Tile_Desert	56	7	0	0	5
Tile_Desert	57	7	0	0	5
Tile_Desert	58	7	0	0	5
Tile_Desert	59	7	0	0	5
Tile_Desert	60	7	0	0	5
Tile_Desert	61	7	0	0	5
Tile_Desert	62	7	0	0	5
Tile_Desert	63	7	0	0	5
Tile_Desert	64	7	0	0	5
Tile_Desert	0	8	0	0	5
Tile_Desert	1	8	0	0	5
Tile_Desert	2	8	0	0	5
Tile_Desert	3	8	0	0	5
Tile_Desert	4	8	0	0	5
Tile_Desert	5	8	0	0	5
Tile_Desert	6	8	0	0	5
Tile_Desert	7	8	0	0	5
Tile_Desert	8	8	0	0	5
Tile_Desert	9	8	0	0	5
Tile_Desert	10	8	0	0	5
Tile_Desert	11	8	0	0	5
Tile_Desert	12	8	0	0	5
Tile_Desert	13	8	0	0	5
Tile_Desert	14	8	0	0	5
Tile_Desert	15	8	0	0	5
Tile_Desert	16	8	0	0	5
Tile_Desert	17	8	0	0	5
Tile_Desert	18	8	0	0	5
Tile_Desert	19	8	0	0	5
Tile_Desert	20	8	0	0	5
Tile_Desert	21	8	0	0	5
Tile_Desert	22	8	0	0	5
Tile_Desert	23	8	0	0	5
Tile_Desert	24	8	0	0	5
Tile_Desert	25	8	0	0	5
Tile_Desert	26	8	0	0	5
Tile_Desert	27	8	0	0	5
Tile_Desert	28	8	0	0	5
Tile_Rocky	29	8	0	0	6
Tile_Desert	30	8	0	0	5
Tile_Desert	31	8	0	0	5
Tile_Desert	32	8	0	0	5
Tile_Desert	33	8	0	0	5
Tile_Desert	34	8	0	0	5
Tile_Desert	35	8	0	0	5
Tile_Desert	36	8	0	0	5
Tile_Desert	37	8	0	0	5
Tile_Desert	38	8	0	0	5
Tile_Desert	39	8	0	0	5
Tile_Desert	40	8	0	0	5
Tile_Desert	41	8	0	0	5
Tile_Desert	42	8	0	0	5
Tile_Desert	43	8	0	0	5
Tile_Desert	44	8	0	0	5
Tile_Desert	45	8	0	0	5
Tile_Desert	46	8	0	0	5
Tile_Desert	47	8	0	0	5
Tile_Desert	48	8	0	0	5
Tile_Desert	49	8	0	0	5
Tile_Desert	50	8	0	0	5
Tile_Desert	51	8	0	0	5
Tile_Desert	52	8	0	0	5
Tile_Desert	53	8	0	0	5
Tile_Desert	54	8	0	0	5
Tile_Desert	55	8	0	0	5
Tile_Desert	56	8	0	0	5
Tile_Desert	57	8	0	0	5
Tile_Desert	58	8	0	0	5
Tile_Desert	59	8	0	0	5
Tile_Desert	60	8	0	0	5
Tile_Desert	61	8	0	0	5
Tile_Desert	62	8	0	0	5
Tile_Desert	63	8	0	0	5
Tile_Desert	64	8	0	0	5
Tile_Desert	0	9	0	0	5
Tile_Desert	1	9	0	0	5
Tile_Desert	2	9	0	0	5
Tile_Desert	3	9	0	0	5
Tile_Desert	4	9	0	0	5
Tile_Desert	5	9	0	0	5
Tile_Desert	6	9	0	0	5
Tile_Desert	7	9	0	0	5
Tile_Desert	8	9	0	0	5
Tile_Desert	9	9	0	0	5
Tile_Desert	10	9	0	0	5
Tile_Desert	11	9	0	0	5
Tile_Desert	12	9	0	0	5
Tile_Desert	13	9	0	0	5
Tile_Desert	14	9	0	0	5
Tile_Desert	15	9	0	0	5
Tile_Desert	16	9	0	0	5
Tile_Desert	17	9	0	0	5
Tile_Desert	18	9	0	0	5
Tile_Desert	19	9	0	0	5
Tile_Desert	20	9	0	0	5
Tile_Desert	21	9	0	0	5
Tile_Desert	22	9	0	0	5
Tile_Desert	23	9	0	0	5
Tile_Desert	24	9	0	0	5
Tile_Desert	25	9	0	0	5
Tile_Desert	26	9	0	0	5
Tile_Desert	27	9	0	0	5
Tile_Desert	28	9	0	0	5
Tile_Desert	29	9	0	0	5
Tile_Desert	30	9	0	0	5
Tile_Rocky	31	9	0	0	6
Tile_Rocky	32	9	0	0	6
Tile_Desert	33	9	0	0	5
Tile_Desert	34	9	0	0	5
Tile_Desert	35	9	0	0	5
Tile_Desert	36	9	0	0	5
Tile_Desert	37	9	0	0	5
Tile_Desert	38	9	0	0	5
Tile_Desert	39	9	0	0	5
Tile_Desert	40	9	0	0	5
Tile_Desert	41	9	0	0	5
Tile_Desert	42	9	0	0	5
Tile_Desert	43	9	0	0	5
Tile_Desert	44	9	0	0	5
Tile_Desert	45	9	0	0	5
Tile_Desert	46	9	0	0	5
Tile_Desert	47	9	0	0	5
Tile_Desert	48	9	0	0	5
Tile_Desert	49	9	0	0	5
Tile_Desert	50	9	0	0	5
Tile_Desert	51	9	0	0	5
Tile_Desert	52	9	0	0	5
Tile_Desert	53	9	0	0	5
Tile_Desert	54	9	0	0	5
Tile_Desert	55	9	0	0	5
Tile_Desert	56	9	0	0	5
Tile_Desert	57	9	0	0	5
Tile_Desert	58	9	0	0	5
Tile_Desert	59	9	0	0	5
Tile_Desert	60	9	0	0	5
Tile_Desert	61	9	0	0	5
Tile_Desert	62	9	0	0	5
Tile_Desert	63	9	0	0	5
Tile_Desert	64	9	0	0	5
Tile_Desert	0	10	0	0	5
Tile_Desert	1	10	0	0	5
Tile_Desert	2	10	0	0	5
Tile_Desert	3	10	0	0	5
Tile_Desert	4	10	0	0	5
Tile_Desert	5	10	0	0	5
Tile_Desert	6	10	0	0	5
Tile_Desert	7	10	0	0	5
Tile_Desert	8	10	0	0	5
Tile_Desert	9	10	0	0	5
Tile_Desert	10	10	0	0	5
Tile_Desert	11	10	0	0	5
Tile_Desert	12	10	0	0	5
Tile_Desert	13	10	0	0	5
Tile_Desert	14	10	0	0	5
Tile_Desert	15	10	0	0	5
Tile_Desert	16	10	0	0	5
Tile_Desert	17	10	0	0	5
Tile_Desert	18	10	0	0	5
Tile_Desert	19	10	0	0	5
Tile_Desert	20	10	0	0	5
Tile_Desert	21	10	0	0	5
Tile_Desert	22	10	0	0	5
Tile_Desert	23	10	0	0	5
Tile_Desert	24	10	0	0	5
Tile_Desert	25	10	0	0	5
Tile_Desert	26	10	0	0	5
Tile_Desert	27	10	0	0	5
Tile_Desert	28	10	0	0	5
Tile_Desert	29	10	0	0	5
Tile_Desert	30	10	0	0	5
Tile_Desert	31	10	0	0	5
Tile_Rocky	32	10	0	0	6
Tile_Rocky	33	10	0	0	6
Tile_Desert	34	10	0	0	5
Tile_Desert	35	10	0	0	5
Tile_Desert	36	10	0	0	5
Tile_Desert	37	10	0	0	5
Tile_Desert	38	10	0	0	5
Tile_Desert	39	10	0	0	5
Tile_Desert	40	10	0	0	5
Tile_Desert	41	10	0	0	5
Tile_Desert	42	10	0	0	5
Tile_Desert	43	10	0	0	5
Tile_Desert	44	10	0	0	5
Tile_Desert	45	10	0	0	5
Tile_Desert	46	10	0	0	5
Tile_Desert	47	10	0	0	5
Tile_Desert	48	10	0	0	5
Tile_Desert	49	10	0	0	5
Tile_Desert	50	10	0	0	5
Tile_Desert	51	10	0	0	5
Tile_Desert	52	10	0	0	5
Tile_Desert	53	10	0	0	5
Tile_Desert	54	10	0	0	5
Tile_Desert	55	10	0	0	5
Tile_Desert	56	10	0	0	5
Tile_Desert	57	10	0	0	5
Tile_Desert	58	10	0	0	5
Tile_Desert	59	10	0	0	5
Tile_Desert	60	10	0	0	5
Tile_Desert	61	10	0	0	5
Tile_Desert	62	10	0	0	5
Tile_Desert	63	10	0	0	5
Tile_Desert	64	10	0	0	5
Tile_Desert	0	11	0	0	5
Tile_Desert	1	11	0	0	5
Tile_Desert	2	11	0	0	5
Tile_Desert	3	11	0	0	5
Tile_Desert	4	11	0	0	5
Tile_Desert	5	11	0	0	5
Tile_Desert	6	11	0	0	5
Tile_Desert	7	11	0	0	5
Tile_Desert	8	11	0	0	5
Tile_Desert	9	11	0	0	5
Tile_Desert	10	11	0	0	5
Tile_Desert	11	11	0	0	5
Tile_Desert	12	11	0	0	5
Tile_Desert	13	11	0	0	5
Tile_Desert	14	11	0	0	5
Tile_Rocky	15	11	0	0	6
Tile_Desert	16	11	0	0	5
Tile_Desert	17	11	0	0	5
Tile_Desert	18	11	0	0	5
Tile_Desert	19	11	0	0	5
Tile_Desert	20	11	0	0	5
Tile_Desert	21	11	0	0	5
Tile_Desert	22	11	0	0	5
Tile_Desert	23	11	0	0	5
Tile_Desert	24	11	0	0	5
Tile_Desert	25	11	0	0	5
Tile_Desert	26	11	0	0	5
Tile_Desert	27	11	0	0	5
Tile_Desert	28	11	0	0	5
Tile_Desert	29	11	0	0	5
Tile_Desert	30	11	0	0	5
Tile_Desert	31	11	0	0	5
Tile_Desert	32	11	0	0	5
Tile_Desert	33	11	0	0	5
Tile_Desert	34	11	0	0	5
Tile_Desert	35	11	0	0	5
Tile_Desert	36	11	0	0	5
Tile_Desert	37	11	0	0	5
Tile_Desert	38	11	0	0	5
Tile_Desert	39	11	0	0	5
Tile_Desert	40	11	0	0	5
Tile_Desert	41	11	0	0	5
Tile_Desert	42	11	0	0	5
Tile_Desert	43	11	0	0	5
Tile_Desert	44	11	0	0	5
Tile_Desert	45	11	0	0	5
Tile_Desert	46	11	0	0	5
Tile_Desert	47	11	0	0	5
Tile_Desert	48	11	0	0	5
Tile_Desert	49	11	0	0	5
Tile_Desert	50	11	0	0	5
Tile_Desert	51	11	0	0	5
Tile_Desert	52	11	0	0	5
Tile_Desert	53	11	0	0	5
Tile_Desert	54	11	0	0	5
Tile_Desert	55	11	0	0	5
